queue_rank,research_batch,slug,name_ja,name_ko_or_en,area_slug,prefecture,property_type,initial_tier,initial_bath_signals,verification_status,source_basis,official_url,google_maps_url,rakuten_url,jalan_url,ikkyu_url,agoda_or_booking_url,naver_search_url,visible_review_pool_google,visible_review_pool_japanese_ota,visible_review_pool_global_ota,visible_review_pool_korean,required_checks,deep_research_priority,notes,source_files
251,T1-06,izu-nagaoka-yoshiharu,湯めぐりの宿 吉春,Yoshiharu,izu-nagaoka,静岡県,ryokan,Tier 1,복수 대절 노천과 객실 노천탕 강한 후보,needs_official_crosscheck,Rakuten Izu Nagaoka room-open-air source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
252,T1-06,kaike-kasuitei,皆生温泉 華水亭,Kasuitei,kaike,鳥取県,ryokan hotel,Tier 1,바다 전망 대욕장과 객실 노천탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
253,T1-06,kaike-shiontei,皆生温泉 やど紫苑亭,Yado Shiontei,kaike,鳥取県,luxury ryokan,Tier 1,고급 객실탕과 해안 온천 후보,needs_official_crosscheck,Jalan Chugoku/Shikoku source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
254,T1-06,kaike-yugetsu,皆生游月,Kaike Yugetsu,kaike,鳥取県,seaside ryokan,Tier 1,객실 노천탕 인기 신호,needs_official_crosscheck,Rakuten rotsuki ranking historic/source follow-up,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
255,T1-06,kaike-yurari,皆生温泉 海色・湯の宿 松月,Shogetsu,kaike,鳥取県,ryokan,Tier 1,해안 객실탕과 전망 온천 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
256,T1-06,toba-todaya,戸田家,Todaya,toba,三重県,large ryokan hotel,Tier 1,"대형 온천호텔, 다양한 욕장/리뷰풀 후보",needs_bath_detail_crosscheck,Toba lodging exposure,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
257,T1-06,shirahama-kawakyu,ホテル川久,Hotel Kawakyu,shirahama,和歌山県,luxury resort hotel,Tier 1,"객실 노천탕 인기, 대형 리조트형 후보",needs_bath_detail_crosscheck,MyBest/Jalan Shirahama room-open-air,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
258,T1-06,shirahama-key-terrace,SHIRAHAMA KEY TERRACE HOTEL SEAMORE,Hotel Seamore,shirahama,和歌山県,large resort hotel,Tier 1,"바다 전망 대형 리조트, 온천·족탕·당일이용 후보",needs_bath_detail_crosscheck,Nanki Shirahama tourism onsen page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
259,T1-06,shirahama-yanagiya,白浜温泉 家族とすごす白浜の宿 柳屋,Yanagiya,shirahama,和歌山県,traditional ryokan,Tier 1,"가족형 료칸, 객실 노천탕 후보",needs_bath_detail_crosscheck,Jalan Shirahama room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
260,T1-06,akiu-hotel-zuiho,仙台 秋保温泉 ホテル瑞鳳,Hotel Zuiho,akiu,宮城県,large ryokan hotel,Tier 1,"대형 온천호텔, 櫻離宮 연계/대욕장 리뷰풀 후보",needs_bath_detail_crosscheck,Ikkyu Akiu exposure,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
261,T1-06,akiu-ryokusuitei,仙台 秋保温泉 篝火の湯 緑水亭,Ryokusuitei,akiu,宮城県,ryokan hotel,Tier 1,"객실 노천탕 인기, 대정원/대욕장 후보",needs_bath_detail_crosscheck,Ikkyu/MyBest Akiu room-open-air,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
262,T1-06,isawa-hotel-fuji,ホテルふじ,Hotel Fuji,isawa,山梨県,large hotel ryokan,Tier 1,"현내 최대급 대암풍로, 대형 리뷰풀 후보",needs_bath_detail_crosscheck,Jalan Isawa room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
263,T1-06,kawaguchiko-fuji-lake,FUJI LAKE HOTEL / 富士レークホテル,Fuji Lake Hotel,kawaguchiko,山梨県,lake hotel,Tier 1,"Rakuten 리뷰풀 큼, 객실 노천탕/후지산·호수 조망 후보",needs_bath_detail_crosscheck,Rakuten Kawaguchiko room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
264,T1-06,kawaguchiko-kukuna,THE KUKUNA,The Kukuna,kawaguchiko,山梨県,resort hotel,Tier 1,전망 테라스/후지산 조망 온천 후보,needs_bath_detail_crosscheck,Ikkyu rotsuki theme snippet,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
265,T1-06,kawaguchiko-ooya,富士河口湖温泉 花水庭 おおや,Kasuitei Ooya,kawaguchiko,山梨県,ryokan hotel,Tier 1,"후지카와구치코 온천, 객실 노천탕 후보",needs_bath_detail_crosscheck,Rakuten Kawaguchiko room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
266,T1-06,dogo-dogokan,道後舘,Dogo Kan,dogo,愛媛県,large ryokan,Tier 1,"도고 대표 료칸, 객실 노천탕/대욕장 후보",needs_bath_detail_crosscheck,Ikkyu Dogo room-open-air list,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
267,T1-06,dogo-funaya,道後温泉 ふなや,Funaya,dogo,愛媛県,traditional ryokan,Tier 1,"도고 노포 료칸, 대욕장/역사형 수요",needs_bath_detail_crosscheck,Jalan/Rakuten top area seed,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
268,T1-06,dogo-kowakuen-haruka,ホテル古湧園 遥,Hotel Kowakuen Haruka,dogo,愛媛県,hotel ryokan,Tier 1,"도고 대형 현대형 숙소, 대욕장/객실탕 후보",needs_bath_detail_crosscheck,Ikkyu station ranking,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
269,T1-06,kinugawa-kai,星野リゾート 界 鬼怒川,Hoshino Resorts KAI Kinugawa,kinugawa,栃木県,brand ryokan,Tier 1,"브랜드 료칸, 객실 노천탕/대욕장 후보",needs_bath_detail_crosscheck,Jalan Kinugawa room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
270,T1-06,kinugawa-mikazuki,日光きぬ川ホテル三日月,Nikko Kinugawa Hotel Mikazuki,kinugawa,栃木県,large resort hotel,Tier 1,"객실 노천탕 목록 노출, 대형 리조트형 온천",needs_bath_detail_crosscheck,Jalan Kinugawa room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
271,T1-06,kinugawa-yumenotoki,鬼怒川グランドホテル 夢の季,Kinugawa Grand Hotel Yumenotoki,kinugawa,栃木県,large ryokan hotel,Tier 1,"9つの湯めぐり, 대욕장/객실탕 후보",needs_bath_detail_crosscheck,Jalan Kinugawa room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
272,T1-06,nasu-sunvalley,ホテルサンバレー那須,Hotel Sunvalley Nasu,nasu,栃木県,large resort hotel,Tier 1,"대형 리조트, 다욕장/가족형 리뷰풀 후보",needs_bath_detail_crosscheck,Ikkyu/MyBest Nasu exposure,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
273,T1-06,yugawara-sansuirou,山翠楼SANSUIROU,Sansuirou,yugawara,神奈川県,luxury ryokan,Tier 1,"전망 노천/고급 료칸, 리뷰풀 후보",needs_bath_detail_crosscheck,Rakuten Yugawara listings,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
274,T1-06,ikaho-chigira,千明仁泉亭,Chigira Jinsentei,ikaho,群馬県,traditional ryokan,Tier 1,"이카호 노포, 객실 노천탕 후보",needs_bath_detail_crosscheck,Rakuten Ikaho room-open-air article,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
275,T1-06,ikaho-kogure,ホテル木暮,Hotel Kogure,ikaho,群馬県,large ryokan hotel,Tier 1,"고평점, 객실 노천탕·대욕장 후보",needs_bath_detail_crosscheck,Ikkyu/MyBest Ikaho room-open-air,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
276,T1-06,toba-toba-kokusai,鳥羽国際ホテル 潮路亭,Toba Hotel International Shiojitei,toba,三重県,seaside ryokan hotel,Tier 1,"도바 바다 전망 온천숙소, 진주온천/대욕장 후보",needs_source_crosscheck,Toba top area seed,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
277,T1-06,akiu-saryo-soen,茶寮宗園,Saryo Soen,akiu,宮城県,luxury ryokan,Tier 1,"아키우 고급 료칸, 객실 노천탕 후보",needs_source_crosscheck,Rakuten Top20 area seed,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
278,T1-06,yuda-kamefuku,湯田温泉 ユウベルホテル松政,Yubell Hotel Matsumasa,yuda,山口県,ryokan hotel,Tier 1,대욕장과 도심 온천 접근성 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
279,T1-06,kinugawa-kanaya,鬼怒川金谷ホテル,Kinugawa Kanaya Hotel,kinugawa,栃木県,luxury hotel ryokan,Tier 1,기누가와 고급 온천호텔 후보,needs_source_crosscheck,Rakuten/YuKoyuko top area seed,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
280,T1-06,nasu-bettei-kai,那須別邸 回,Nasu Bettei Kai,nasu,栃木県,luxury ryokan,Tier 1,나스 고급 온천 숙소 후보,needs_source_crosscheck,Rakuten Top20 area seed,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
281,T1-06,nasu-omaru,那須温泉 大丸温泉旅館,Omaru Onsen Ryokan,nasu,栃木県,mountain ryokan,Tier 1,"강을 막은 야천풍로 계열, 비경 온천 후보",needs_source_crosscheck,Nasu high-value lodging exposure,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
282,T1-06,awara-seifuso,あわら温泉 清風荘,Seifuso,awara,福井県,large ryokan hotel,Tier 1,극장형 뷔페와 대형 온천 수요 후보,needs_source_crosscheck,Rakuten Awara ranking source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
283,T1-06,iizaka-yoshikawaya,飯坂温泉 摺上亭大鳥,Surikamitei Ohtori,iizaka,福島県,ryokan hotel,Tier 1,대형 대욕장과 후쿠시마 접근성 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
284,T1-06,bessho-nakamatsuya,別所温泉 旅館中松屋,Nakamatsuya,bessho,長野県,ryokan,Tier 1,전망 대욕장과 가족 수요 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
