direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
52,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15304951,ja,2026/5/17,2026年5月宿泊,5,5,5,とても良かった！,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,500,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;crowding;booking_confusion,operation_recheck;aging_or_access;cleanliness;crowding,混雑;臭い,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,cleanliness",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
53,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15287447,ja,2026/5/10,2026年4月宿泊,3,2,3,全体的に普通。,和室 【じゃらんスペシャルウィーク】夕食17：30限定ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石,193,yes,public_bath,public_bath_hot_spring,,古い,대욕장/공용탕/사우나 맥락 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
54,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15280844,ja,2026/5/8,2026年4月宿泊,4,4,5,桜満開の中で、のんびりと過ごす宿,ツイン 【夕食19：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,70,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
55,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15279316,ja,2026/5/7,2026年5月宿泊,3,3,3,ゆっくりくつろぎました。,和室 【じゃらんのお得な10日間】夕食19：30限定ワンランク上の贅沢/北野茶園×瀬頭酒造×利休コラボ懐石個室食,77,yes,open_air_public_bath;public_bath,public_bath_hot_spring,temperature,露天;露天風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
56,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15277699,ja,2026/5/7,2026年4月宿泊,5,5,5,２年続けて水明荘二回目の利用で、満足　満足！！,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,505,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;crowding;booking_confusion,operation_recheck;crowding,温泉;露天;露天風呂;露天風呂付;源泉;サウナ,"객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
57,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15273786,ja,2026/5/6,2026年4月宿泊,5,5,5,老舗で新しい、寛ぎの宿！,和室 【夕食17：30お約束】はじめての方におすすめ！温泉湯豆腐＆佐賀牛+若楠豚のしゃぶしゃぶプラン,350,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉;露天;露天風呂,객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
58,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15269476,ja,2026/5/5,2026年5月宿泊,5,4,4,素晴らしいしか思えない,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,76,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
59,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15267647,ja,2026/5/4,2026年4月宿泊,4,3,4,大人向けゆったり旅に,ツイン 【じゃらんスペシャルウィーク】夕食19：30限定ワンランク上の贅沢/北野茶園×瀬頭酒造×利休コラボ懐石,179,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
60,Jalan,https://www.jalan.net/yad322946/kuchikomi/2.HTML,latest_2,Jalan_15263198,ja,2026/5/3,2026年5月宿泊,5,5,5,ひとときの贅沢,和室 【じゃらんスペシャルウィーク】夕食17：30限定ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石,467,yes,room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring,,露天;露天風呂;大浴場,객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
61,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15259985,ja,2026/5/1,2026年4月宿泊,4,5,2,夕食と風呂を楽しみました。,和室 【じゃらんスペシャルウィーク】夕食17：30限定ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石,584,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;すべすべ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
62,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15256272,ja,2026/4/30,2026年3月宿泊,4,5,4,姉妹旅行におすすめ,和室 【じゃらんのお得な10日間】夕食19：30お約束/ワンランク上の贅沢～温泉湯豆腐と佐賀牛若楠豚しゃぶしゃぶ,152,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉;露天;内湯,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
63,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15255080,ja,2026/4/29,2026年4月宿泊,5,5,4,お風呂が広くてびっくりしました。,ツイン 【夕食19：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,71,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;サウナ;広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
64,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15252124,ja,2026/4/28,2026年2月宿泊,3,2,4,若い人におすすめ,ツイン 【じゃらんのお得な10日間】夕食19：30お約束/ワンランク上の贅沢～温泉湯豆腐と佐賀牛若楠豚しゃぶしゃぶ,88,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
65,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15251989,ja,2026/4/28,2026年4月宿泊,5,5,5,部屋の露天風呂に大満足,和室 【じゃらんスペシャルウィーク】夕食17：30限定ワンランク上の贅沢/北野茶園×瀬頭酒造×利休コラボ懐石,108,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,temperature,温泉;露天;露天風呂;露天風呂付;源泉;源泉掛け流し,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
66,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15247932,ja,2026/4/26,2026年4月宿泊,3,1,4,泊まりたかったお宿,和室 【じゃらんスペシャルウィーク】和洋ビュッフェ付グループやファミリーにおすすめ！1泊朝食プラン,208,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
67,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15247119,ja,2026/4/26,2026年4月宿泊,2,3,1,ちょっと……,和室 【じゃらんのお得な10日間】夕食17：30限定/ワンランク上の贅沢/温泉湯豆腐と佐賀牛＆若楠豚しゃぶしゃぶ,82,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
68,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15245715,ja,2026/4/26,2026年3月宿泊,2,1,1,食後のお茶は有料,和室 【じゃらんのお得な10日間】【夕食19：30お約束】温泉湯豆腐と特選佐賀牛・若楠豚しゃぶしゃぶプラン,226,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,温泉;大浴場,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
69,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15243484,ja,2026/4/24,2026年4月宿泊,5,4,4,整う宿,和室 【夕食19：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,275,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
70,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15242052,ja,2026/4/24,2026年4月宿泊,2,3,2,食事は美味しかった,和室 【贅を極める】貴方はどっち？しゃぶしゃぶor焼肉から選べる極上佐賀牛＆若楠豚堪能プラン,428,yes,open_air_public_bath;public_bath,public_bath_hot_spring,cleanliness,露天;臭い;匂い,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 주의 신호: cleanliness,mixed,body_negative_with_context,high,issue_caution_calibration_needed
71,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15238507,ja,2026/4/22,2026年4月宿泊,2,2,2,迷路…,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！お子様連れのファミリーにおすすめ1泊朝食付,266,yes,room_open_air_bath;room_bath;private_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;private_bath_experience;booking_confusion,aging_or_access,露天;露天風呂;客室露天;露天風呂付;貸切,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 대절탕/貸切風呂 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
72,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15231040,ja,2026/4/18,2026年2月宿泊,4,4,3,子連れにおすすめ,和室 【じゃらんスペシャルウィーク】夕食17：30限定ワンランク上の贅沢/温泉湯豆腐＆佐賀牛若楠豚しゃぶしゃぶ,76,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
73,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15230895,ja,2026/4/17,2026年3月宿泊,4,4,4,部屋風呂最高,ツイン 【じゃらんのお得な10日間】夕食17：30お約束/ワンランク上の贅沢～温泉湯豆腐と佐賀牛若楠豚しゃぶしゃぶ,53,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;部屋風呂;源泉;とろとろ,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
74,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15229150,ja,2026/4/16,2026年3月宿泊,3,2,2,ロビーが素晴らしい,ツイン 【じゃらんスペシャルウィーク】夕食19：30限定ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石,326,yes,public_bath,public_bath_hot_spring,aging_or_access,,대욕장/공용탕/사우나 맥락 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
75,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15224679,ja,2026/4/14,2026年4月宿泊,3,3,3,圧巻の建物,ツイン 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,477,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,cleanliness,温泉;露天;露天風呂;大浴場;美肌;掃除;広い,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,body_negative_with_context,high,issue_caution_calibration_needed
76,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15223484,ja,2026/4/13,2026年3月宿泊,5,4,4,夫婦旅にオススメ,和室 【アロマの香りに包まれて】魅惑のオリエンタルスパで珠玉の癒し体験プラン,75,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
77,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15222377,ja,2026/4/13,2026年4月宿泊,4,3,4,初めて利用しました,和室 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,86,yes,public_bath,public_bath_hot_spring;booking_confusion,operation_recheck;aging_or_access,,"대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
78,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15217811,ja,2026/4/11,2026年4月宿泊,3,4,3,部屋でのんびり,和室 【じゃらんスペシャルウィーク】夕食19：30限定ワンランク上の贅沢/温泉湯豆腐＆佐賀牛若楠豚しゃぶしゃぶ,134,yes,private_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;private_bath_experience,cleanliness,温泉;大浴場;貸切;清掃,대욕장/공용탕/사우나 맥락 언급; 대절탕/貸切風呂 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
79,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15216652,ja,2026/4/11,2026年4月宿泊,3,2,1,以前とだいぶ変わっていた,和室 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,96,yes,public_bath,public_bath_hot_spring;booking_confusion,aging_or_access,,대욕장/공용탕/사우나 맥락 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
