canonical_name_ja,aliases,research_priority_seed,research_priority_score,priority_reasons,preliminary_status,lodging_type_guess,max_visible_ota_reviews,rakuten_review_count,jalan_review_count,bath_signal_keywords,discovered_sources,official_url,rakuten_url,jalan_url,official_room_text,official_bath_text,jalan_desc,source_checked_at
湯布院 旅館おかえり,湯布院 旅館おかえり,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad314450/,,,【５つの貸切風呂無料】全８室の古風な宿。ノスタルジックでレトロな雰囲気をお楽しみください。 由布院駅から徒歩７分。買い物、観光にも抜群。無料自転車、フリードリンク、湯上り休憩所とコスパ良し！ 【アクセス】 JR由布院駅より徒歩７分。湯布院ICより車で１０分。 MAP,2026-06-30
湯布院やわらぎの郷 やどや,湯布院やわらぎの郷 やどや,Tier 3 / 보류,18,jalan_presence | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad350988/,,,湯布院屈指の源泉とバリアフリー設備を併せ持つお宿。名峰「由布岳」を望み、由布院の観光通りに程近く散策拠点に最高の立地です。ユニバーサルデザインの空間は、幅広い世代から支持が高くリピーターも多い 【アクセス】 周辺道路はとても狭いので、比較的通行しやすい経路をお知らせいたします。当館までお問い合わせください。 MAP,2026-06-30
由布院 蔓蕩蒼－Ｍａｔｏｕｓｏｕ－,由布院 蔓蕩蒼－Ｍａｔｏｕｓｏｕ－,Tier 3 / 보류,18,jalan_presence | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad385293/,,,【一日大人三組限定】丹精込めて創る蔓蕩蒼オリジナルのコース料理。桃缶の密のようなとろみの源泉。落ちてきそうな満天の星空。何もしない特別な一日を、大切な人とお過ごしください。 【アクセス】 大人限定「２０歳以下の宿泊不可」 車：湯布院ＩＣより約５分・ＪＲ由布院駅より約６分 MAP,2026-06-30
由布院オッポ,由布院オッポ,Tier 3 / 보류,18,jalan_presence | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad370115/,,,素泊まりの宿です。時間に縛られず、お客様の好きな時間に観光や温泉をお楽しみください。お風呂は源泉かけ流しですのでいつでも温泉に浸かることができます。飲食店・スーパー・コンビニも徒歩圏内にあり。 【アクセス】 由布院駅より徒歩5分 MAP,2026-06-30
由布院温泉 御宿 陣の内,由布院温泉 御宿 陣の内,Tier 3 / 보류,18,jalan_presence | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad389595/,,,由布院駅から徒歩10分、湯布院の真ん中にあり、温泉街までも便利な立地にある家庭的な旅館です。 こんこんと湧き出る湯量豊富な温泉を源泉掛け流しでお楽しみ下さい。【全館禁煙】 【アクセス】 ＪＲ由布院駅より徒歩１０分 MAP,2026-06-30
貸別荘 はこぶね,貸別荘 はこぶね,Tier 3 / 보류,18,jalan_presence | public_bath_signal | source_flow_keyword | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad368365/,,,星空を眺めながら、源泉掛け流しの露天風呂（男女別）や家族湯の温泉で癒し、身も心もゆとりのひと時… 観光スポット「湯の坪街道」まで徒歩5分（350m）なので「貸別荘 はこぶね」でのご滞在がピッタリ！ 【アクセス】 〒879-5102 大分県由布市湯布院町川上２７０６ MAP,2026-06-30
Ｍｉｓｏｒａ Ｙｕｆｕｉｎ,Ｍｉｓｏｒａ Ｙｕｆｕｉｎ,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad351025/,,,由布岳を眺めながら過ごすテラス時間は格別 155㎡の3LDK貸切空間で、 家族や仲間と【自由気ままな休日】を。 由布院駅から車で5分、駐車も3台まで可能！ 最大15名で特別な日に贅沢なひとときを♪ 【アクセス】 【チェックイン】スマートチェックインを使用しての現地宿にてのチェックインとなります。 MAP,2026-06-30
お宿 柚木温泉,お宿 柚木温泉,Tier 3 / 보류,16,jalan_presence | public_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword | has_public_bath,jalan_spot_list,,,https://www.jalan.net/yad385524/,,,【大露天風呂・サウナ】最大14名様まで泊まれる広々約195平米『総ひのき造り』の一軒家！ 【アクセス】 由布院駅から徒歩で約20分 MAP,2026-06-30
ゆふいんフローラハウス,ゆふいんフローラハウス,Tier 3 / 보류,16,jalan_presence | luxury_or_specialty_signal,core_ota_onsen_candidate,unclear,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad381518/,,,由布院駅より車で5分という便利な立地にもかかわらず駅周辺の賑やかさから離れ 360度由布岳が臨める最高のロケーション♪朝ドラ『風のハルカ』の舞台にもなりました♪ 美しい花の温室見学や温泉も楽しみ！ 【アクセス】 ＪＲ久大線湯布院線下車 車で約5分 MAP,2026-06-30
和モダンな温泉旅館 湯布院らんぷの宿,和モダンな温泉旅館 湯布院らんぷの宿,Tier 3 / 보류,16,jalan_presence | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,5,,5,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad375414/,,,4.0 5件 接客、清潔感、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 伝統的な会席料理を提供する高級旅館ではなく、カジュアルなコース料理を楽しめる現代的な和風の温泉宿です。 温かく居心地の良い雰囲気の中で、大切なペットと一緒にゆったりとお寛ぎくださいませ。 【アクセス】 車 湯布院ICより5分 JR湯布院駅バスセンターより徒歩4分 MAP,2026-06-30
志美津旅館,志美津旅館,Tier 3 / 보류,16,jalan_presence | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad366367/,,,2026年9月全面リニューアルオープン「志美津旅館」が生まれ変わります。1300坪の広大な敷地に離れを含む全9室。洞窟風呂をはじめそれぞれの特長を生かした5つの温泉とサウナで心と体を癒す湯めぐりを。 【アクセス】 JR湯平駅より車で10分（無料送迎あり※要事前予約）/大分自動車道湯布院ICより大分方面へ車で約25分 MAP,2026-06-30
湯布院 ソナタ,湯布院 ソナタ,Tier 3 / 보류,16,jalan_presence | public_bath_signal,core_ota_onsen_candidate,unclear,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad363258/,,,★―露天風呂もついてて、立地条件抜群！！―★ 湯布院観光にとても便利。そして温泉付き ・由布院駅から徒歩15分 ・金鱗湖まで徒歩5分 ・湯の坪街道まで徒歩3分 【アクセス】 湯布院ICから車で約10分。由布院駅から車で約5分、徒歩約15分。 MAP,2026-06-30
かいがけ温泉 きのこの里,かいがけ温泉 きのこの里,Tier 3 / 보류,14,jalan_presence | review_pool_50_plus,core_ota_onsen_candidate,ryokan_or_inn,139,,139,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad340790/,,,3.6 139件 接客、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院と別府の境にあり、くぬぎ林の中に佇み、100％の天然温泉は評判で、適度なヌメリ感がある美人湯。食事は、食材を持ち込んでバーベキューも良し、食事処では炭火焼きやだんご汁も楽しめる。 【アクセス】 【お車】大分自動車道 湯布院ICより30分、別府Cより15分、JR向之原駅より10分、JR別府駅より20分 MAP,2026-06-30
ゆふいん 笑ねこの宿,ゆふいん 笑ねこの宿,Tier 3 / 보류,14,jalan_presence | review_pool_50_plus,core_ota_onsen_candidate,ryokan_or_inn,96,,96,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad303424/,,,4.5 96件 朝食、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ねこカフェ併設の温泉宿♪ねこ好きさんも、そうでない人も一緒に楽しめるお宿だにゃ♪ 田園風景と由布岳、列車が走るの～んびり癒しのお宿に来てにゃ～♪ 【アクセス】 由布院駅よりお車にて約8分、湯布院ICよりお車にて約10分。 MAP,2026-06-30
インターヒル 翼 湯布院,インターヒル 翼 湯布院,Tier 3 / 보류,14,jalan_presence | review_pool_50_plus,core_ota_onsen_candidate,ryokan_or_inn,174,,174,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad386698/,,,4.8 174件 風呂、清潔感、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大分自動車道湯布院ICより車で1分、2019年9月20日にオープンしたばかりの宿。由布岳を望む傾斜を生かした敷地で、南欧をイメージした空間と部屋付温泉をお楽しみ下さい。 【アクセス】 湯布院ICより車で1分 由布院駅よりタクシーで7分 MAP,2026-06-30
Kamon,Kamon,Tier 3 / 보류,10,jalan_presence | private_or_family_bath_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,guesthouse_or_bnb,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad333830/,,,無人チェックインで気ままに過ごす！ 一棟貸切ゲストハウス『Kamon』は、湯布院観光の拠点や、長期滞在にもおすすめです。 目の前の「乙丸温泉館」の入浴チケット付♪ 【アクセス】 由布院駅 徒歩5分 MAP,2026-06-30
別邸Ｇｅｎｓｅｎ,別邸Ｇｅｎｓｅｎ,Tier 3 / 보류,10,jalan_presence | private_or_family_bath_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad374533/,,,【温泉付一棟貸し】人気観光スポットからも徒歩圏内に位置しながらも、由布院の自然を満喫！ 暮らすような滞在/プライベートBBQ/ハンモックに揺られる時間/プライベート温泉で癒されます 【アクセス】 【チェックイン】チェックインコード/QRコードをお送りします。コードをお控えの上施設にお越しください。 MAP,2026-06-30
ゆのひら 上柳屋,ゆのひら 上柳屋,Tier 3 / 보류,8,jalan_presence,core_ota_onsen_candidate,ryokan_or_inn,11,,11,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad313894/,,,5.0 11件 夕食、接客、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 上質な「おおいた和牛」、由布院の新鮮野菜、契約農家のお米など、安心安全な食材を使用した料理が自慢！心ほぐれる温泉も魅力のひとつ。自然のままに過ごす贅沢を心ゆくまでお楽しみ下さい。 【アクセス】 大分道湯布院ICより２０分 MAP,2026-06-30
ゆふいん温泉 御宿 一禅,ゆふいん温泉 御宿 一禅,Tier 3 / 보류,8,jalan_presence,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad338208/,,,「由布岳に抱かれた宿で宿ごもりを満喫」をコンセプトに、心づくしのおもてなしでお迎えいたします。お客様のご利用ニーズに合わせたご滞在をお楽しみいただけますようスタッフ一同お待ちいたしております。 【アクセス】 JRゆふいん駅より車で5分。 大分自動車道湯布院ICより車で10分。 MAP,2026-06-30
湯布の風屋,湯布の風屋,Tier 3 / 보류,8,jalan_presence | public_bath_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad311542/,,,◆1日1組限定◆ 国内でも希少な天然温泉「青湯」の露天風呂付き貸別荘で贅沢なひとときを 最大10名迄利用可能、4名様まで同料金！ バーベキューや囲炉裏体験も楽しめて 無料駐車場も完備（2～3台可） 【アクセス】 JR久大本線・由布院駅（車で約5分）／大分自動車道・湯布院IC下車（車で約10分） MAP,2026-06-30
湯布院 柚木庵,湯布院 柚木庵,Tier 3 / 보류,8,jalan_presence,secondary_onsen_lodging,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad354486/,,,自然と由布岳を堪能【柚木庵】天然温泉付き／広々とした贅沢な邸宅 【別邸】自宅のように寛げる邸宅 【アクセス】 湯布院ICより約7分（やまなみハイウェイ/県道216号 経由） MAP,2026-06-30
由布院迎賓館 蔵,由布院迎賓館 蔵,Tier 3 / 보류,8,jalan_presence,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad358184/,,,豊かな自然の中で、ごゆっくりできる3階建ての別荘！ 温泉、サウナ、カラオケ、駐車場有り。 最大7名様までご宿泊可能！JR由布院駅より車で10分、湯の坪街道まで車で7分。 【アクセス】 湯布院ICから車で10分、JR由布院駅より車で7分、湯の坪街道まで車で5分。 MAP,2026-06-30
Ｂ＆Ｂ由布,Ｂ＆Ｂ由布,Tier 3 / 보류,8,jalan_presence,secondary_onsen_lodging,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad398896/,,,B＆Bはbook and bedです。川のほとりの豊かな自然の中で、ゆったりと過ごせます。町内に車で3～5分の距離に銭湯式の天然温泉有ります。由布院・別府・長湯温泉まで車で30分。 【アクセス】 JR久大本線小野屋駅徒歩7分 高速大分道由布院インターより25分 MAP,2026-06-30
Ｒａｋｕｔｅｎ ＳＴＡＹ ＶＩＬＬＡ 由布院温泉,Ｒａｋｕｔｅｎ ＳＴＡＹ ＶＩＬＬＡ 由布院温泉,Tier 3 / 보류,8,rakuten_presence | review_pool_50_plus | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,134,134,,has_onsen_keyword,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/195540/195540.html,,,,,2026-06-30
HOTEL MODA,HOTEL MODA,Tier 3 / 보류,6,jalan_presence | public_bath_signal | manual_review_needed,manual_review_needed,hotel_or_resort,,,,,jalan_spot_list,,,https://www.jalan.net/yad342725/,,,2025年12月オープン。全7室露天風呂。15～18時フリーフロー（アルコール無料） 【アクセス】 JR久大本線「由布院駅」から徒歩約30分～40分、またはタクシーで約5～10分。 MAP,2026-06-30
レジーナリゾート由布院,レジーナリゾート由布院,Tier 3 / 보류,6,jalan_presence | luxury_or_specialty_signal | manual_review_needed,manual_review_needed,hotel_or_resort,,,,,jalan_spot_list,,,https://www.jalan.net/yad389144/,,,湯ノ坪街道から離れた自然と調和した静寂の高台。ここにあるのは、喧騒から遠く離れた時間と、深呼吸が似合う空気。愛犬と共に、心と体がそっとほどける、そんなひとときをお過ごしください。 【アクセス】 大分自動車道湯布院ICより約10分、由布丘スマートICより約10分 MAP,2026-06-30
旅館 ゆふ,旅館 ゆふ,Tier 3 / 보류,6,jalan_presence | public_bath_signal | manual_review_needed,manual_review_needed,ryokan_or_inn,,,,,jalan_spot_list,,,https://www.jalan.net/yad323051/,,,当館には、露天風呂が2か所あり由布岳が見えます。 【アクセス】 JR九州 久大線 由布院駅徒歩4分 高速道路大分道 由布院ICより5分 MAP,2026-06-30
湯布院 山下湖ロッジ,湯布院 山下湖ロッジ,Tier 3 / 보류,6,jalan_presence | review_pool_50_plus | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,155,,155,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad383584/,,,4.6 155件 風呂、清潔感、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院・九重の観光に最適。隣室のない戸建のロッジ(コテージ）は完全独立。各ロッジは温泉のお風呂付なので、ゆっくり自由に入浴。家族や職場の仲間で。新しい旅の選択肢が広がります。 【アクセス】 湯布院ICより車で20分。水分峠より、やまなみハイウェイを進み7キロ。山下湖ロッジへの看板から2分 MAP,2026-06-30
大吉旅館,大吉旅館,Tier 3 / 보류,4,jalan_presence | review_pool_50_plus | manual_review_needed,manual_review_needed,ryokan_or_inn,52,,52,,jalan_spot_list,,,https://www.jalan.net/yad336836/,,,4.9 52件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 女将お手製、自慢の和洋食をお腹いっぱい満喫♪ 豊後牛の陶板焼き、ヤマメの塩焼きなどをメインにその他10品をご提供。地元の名産を心行くまでお愉しみください！ 【アクセス】 JR久大本線湯平駅より車で10分／大分道湯布院ICより車で30分 MAP,2026-06-30
星野リゾート 界 由布院,星野リゾート 界 由布院,Tier 3 / 보류,4,jalan_presence | review_pool_50_plus | manual_review_needed,manual_review_needed,ryokan_or_inn,181,,181,,jalan_spot_list,,,https://www.jalan.net/yad360321/,,,4.3 181件 朝食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布岳に見守られるように建つ宿は、日本の原風景とも称される棚田をランドスケープとして望みます。稲作の暦を追う風景は四季を映し、心身が緩む滞在となります。 【アクセス】 湯布院IC～車で約15分／大分空港～車で約60分 ※カーナビは、マップコードで検索ください 269 417 086*82 MAP,2026-06-30
塚原高原 恵里菜 ＫＵＭＡＧＡＩ ＢＯＫＵＪＯ（貸別荘）,塚原高原 恵里菜 ＫＵＭＡＧＡＩ ＢＯＫＵＪＯ（貸別荘）,Tier 3 / 보류,2,jalan_presence | review_pool_200_plus | private_or_family_bath_signal | non_ryokan_lodging_type_penalty | low_priority_non_ryokan_review,low_priority_non_ryokan_review,villa_or_rental,225,,225,,jalan_spot_list,,,https://www.jalan.net/yad360772/,,,4.8 225件 朝食、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 塚原高原の大パノラマと満天の星空、夜明けの風景も感動もの！ 貸別荘でプライベートなひとときを。 黒毛和牛の炭火焼きやしゃぶしゃぶ、バーベキューなど料理も大好評。 【アクセス】 大分自動車道：湯布院ICより車で約20分または由布岳スマートICより車で約6分。JR由布院駅より車で約16分。 MAP,2026-06-30
湯布ゆらら山荘,湯布ゆらら山荘,Tier 3 / 보류,0,jalan_presence | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad360143/,,,まるまる一棟貸し切りの美肌温泉付き貸別荘。ご家族、グループからも大人気。お部屋から由布岳が望め、アクセスも良くお部屋も広いので20名以上も受け入れ可。 バーベキュー台あり4名様まで同一料金です。 【アクセス】 湯布院I・Cを出て、最初の信号を直進し、道の駅湯布院を左に見ながら次の信号を左折、約100Mで右手に入る。 MAP,2026-06-30
湯布院温泉F,湯布院温泉F,Tier 3 / 보류,0,jalan_presence | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad337347/,,,湯布院の温泉付き貸別荘。1日1組限定で周りを気にせず滞在。ペット同伴OKで家族やグループ旅行にも最適です。 【アクセス】 湯布院ICより車で約10分／中心部まで約5分・駐車場あり MAP,2026-06-30
湯平ゲストハウス,湯平ゲストハウス,Tier 3 / 보류,0,jalan_presence | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,guesthouse_or_bnb,42,,42,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad356069/,,,4.7 42件 夕食、清潔感、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大分県の郷土料理レストランが併設された温泉宿泊施設として２０２５年にオープンしました。大分県佐賀関から毎朝、直送される「関あじ・関さば」などの魚介類や郷土料理「鳥天」などをご賞味ください。 【アクセス】 大分自動車道湯布院ICから車で２０分、石畳通りには入らずに５番入口よりお越し下さい。 MAP,2026-06-30
COMICO ART HOUSE YUFUIN,COMICO ART HOUSE YUFUIN,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad323085/,,,,2026-06-30
SPACE-VESSEL基地,SPACE-VESSEL基地,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,ryokan_or_inn,,,,,jalan_spot_list,,,https://www.jalan.net/yad323515/,,,宇宙船のようなお部屋の中は、ラグジュアリーなホテルのように快適でゆったりと過ごせます。 一歩外に出れば、そこは塚原高原の雄大な自然の中。 日常では体験できない特別な空間をお楽しみください。 【アクセス】 大分道・由布岳ICより車で約3分 MAP,2026-06-30
YUFUIN HOGONEKO FOREST,YUFUIN HOGONEKO FOREST,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad336679/,,,,2026-06-30
Yufuin Covaco,Yufuin Covaco,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad312830/,,,当館は観光の中心エリアも徒歩圏内の好立地にございます。 チェックインはスマートチェックインを導入しており、非対面でスムーズにご入室いただけます。 【アクセス】 由布院駅から徒歩3分 MAP,2026-06-30
ゆふ別荘 湯ざくら,ゆふ別荘 湯ざくら,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,ryokan_or_inn,,,,,jalan_spot_list,,,https://www.jalan.net/yad308156/,,,,2026-06-30
ゆふｉｎｎ,ゆふｉｎｎ,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad317888/,,,,2026-06-30
リゾート湯布院 ～Grandpia Resort YUFUIN～,リゾート湯布院 ～Grandpia Resort YUFUIN～,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,ryokan_or_inn,43,,43,,jalan_spot_list,,,https://www.jalan.net/yad362714/,,,4.3 43件 部屋、清潔感、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大型スマートテレビ等の最新の家電を完備！ 過ごしやすさにこだわった広々とした客室が自慢です♪ 金鱗湖にも歩いて行ける立地で観光の拠点に◎ 【アクセス】 金鱗湖から歩いて10分 MAP,2026-06-30
天ゆふ,天ゆふ,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad331237/,,,,2026-06-30
奥宿 無相荘,奥宿 無相荘,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,ryokan_or_inn,,,,,jalan_spot_list,,,https://www.jalan.net/yad389070/,,,奥湯布院の大自然の中でゆっくりと時間をお楽しみ下さい。 そう願い、お客様をおもてなしさせていただいております。 無相荘 当主 【アクセス】 由布岳スマートICより車で5分、湯布院駅より車で15分 MAP,2026-06-30
民宿つたや,民宿つたや,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,ryokan_or_inn,,,,,jalan_spot_list,,,https://www.jalan.net/yad310901/,,,家庭的な暖かい雰囲気で皆様をおもてなしさせていただきます。 田舎のお家に帰ってきたようなお気持ちで、のんびりとお過ごし下さい。 【アクセス】 ＪＲ久大本線 由布院駅より車で３分 MAP,2026-06-30
鉄道と山の見える家,鉄道と山の見える家,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad373112/,,,,2026-06-30
雅 MIYABI,雅 MIYABI,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad362783/,,,庭付きで、バーベキューもできる！ 少しでも快適にお休みいただけるよう、全室にSerta製ベッドを導入しております。 【アクセス】 湯布院駅まで車利用で約5分、湯の坪街道まで車利用で6分 MAP,2026-06-30
ｉＯＲｉ Ｙｕｆｕｉｎ,ｉＯＲｉ Ｙｕｆｕｉｎ,Tier 3 / 보류,-2,jalan_presence | manual_review_needed,manual_review_needed,unclear,,,,,jalan_spot_list,,,https://www.jalan.net/yad383956/,,,湯布院観光の人気スポット「湯の坪街道」まで徒歩1分♪ 到着後でも湯布院観光を満喫出来ちゃいます！ 湯布院観光の拠点として当館をご利用ください。 【アクセス】 【チェックイン】チェックインコード/QRコードをお送りします。コードをお控えの上施設にお越しください。 MAP,2026-06-30
大正由布の花,大正由布の花,Tier 3 / 보류,-4,jalan_presence | luxury_or_specialty_signal | low_priority_non_ryokan_review,low_priority_non_ryokan_review,ryokan_or_inn,,,,,jalan_spot_list,,,https://www.jalan.net/yad363726/,,,由布院市街より徒歩、程なくに佇む素泊まり宿。 敷地内は時々を感じる草花が彩り、石が在る。 懐かしさと趣きが心落ち着く空間で、寛ぎと癒しの時間をお愉しみくださいませ。 【アクセス】 JR由布院駅からお車で約7分、湯布院ＩＣより車で10分、湯布院の中心より少し離れた閑静な場所にございます MAP,2026-06-30
湯布院 塚原高原 山荘 どんぐり,湯布院 塚原高原 山荘 どんぐり,Tier 3 / 보류,-8,jalan_presence | review_pool_200_plus | non_ryokan_lodging_type_penalty | low_priority_non_ryokan_review,low_priority_non_ryokan_review,villa_or_rental,318,,318,,jalan_spot_list,,,https://www.jalan.net/yad327305/,,,4.9 318件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ★アフリカンサファリまで車で10分★湯布院・別府を満喫できちゃう連泊プランも大好評！夏は高原リゾートで涼しく避暑を♪ファミリー・カップル・親しい仲間と過ごせる１棟独立型コテージでBBQを楽しもう！ 【アクセス】 大分自動車道 【湯布院ICより：約15分】【由布岳スマートIC（注：ETC搭載車のみ利用可）より：約3分】 MAP,2026-06-30
由布院グランピング 天の庭,由布院グランピング 天の庭,Tier 3 / 보류,-10,jalan_presence | private_or_family_bath_signal | non_ryokan_lodging_type_penalty | low_priority_non_ryokan_review,low_priority_non_ryokan_review,villa_or_rental,,,,,jalan_spot_list,,,https://www.jalan.net/yad358399/,,,ファミリーでのご利用おススメ☆7000平米の広さ・1棟ごとにバリアフリーのお風呂とトイレ、檜のプライベートサウナ♪1日1部屋限定で愛犬も一緒に泊まれるドッグラン付きのお部屋も 【アクセス】 湯布院ＩＣよりお車にて約１０分！ MAP,2026-06-30
高原の別荘 いろはにほへ陶,高原の別荘 いろはにほへ陶,Tier 3 / 보류,-10,jalan_presence | non_ryokan_lodging_type_penalty | manual_review_needed,manual_review_needed,villa_or_rental,,,,,jalan_spot_list,,,https://www.jalan.net/yad314021/,,,湯布院塚原高原に有る『1日3棟限定』の貸し別荘です♪♪ 360度パノラマの大草原で日常を忘れてゆったりした時の流れを感じてみませんか？？ ☆BBQ設備完備☆屋根付きテラスでお楽しみください♪ 【アクセス】 ＪＲ由布院駅よりタクシーで約20分。大分自動車道湯布院ＩＣよりお車で約20分 MAP,2026-06-30
Ｃｏｍｉｎｋａ Ｙｕｆｕｉｎ,Ｃｏｍｉｎｋａ Ｙｕｆｕｉｎ,Tier 3 / 보류,-10,jalan_presence | private_or_family_bath_signal | non_ryokan_lodging_type_penalty | low_priority_non_ryokan_review,low_priority_non_ryokan_review,villa_or_rental,,,,,jalan_spot_list,,,https://www.jalan.net/yad358969/,,,【1日1組限定の一棟貸し】由布院の自然をを満喫！ 暮らすような滞在、お庭でのプライベートBBQ、ハンモックに揺られる時間 由布院観光の拠点としてご利用ください。 【アクセス】 【チェックイン】チェックインコード/QRコードをお送りします。コードをお控えの上施設にお越しください。 MAP,2026-06-30
Villaエーデン,Villaエーデン,Tier 3 / 보류,-12,jalan_presence | luxury_or_specialty_signal | non_ryokan_lodging_type_penalty | low_priority_non_ryokan_review,low_priority_non_ryokan_review,villa_or_rental,,,,,jalan_spot_list,,,https://www.jalan.net/yad397301/,,,観光客の多い場所から少し離れた、木々に囲まれた静かな一軒貸の貸別荘です 【アクセス】 由布院駅より車で6分、徒歩３０分 湯布院インターより車で３分 MAP,2026-06-30
