canonical_name_ja,aliases,preliminary_inclusion,lodging_type_guess,onsen_signal_keywords,discovered_sources,official_url,rakuten_url,rakuten_review_count,jalan_url,jalan_review_count,official_room_text,official_bath_text,room_open_air_bath_scope,public_bath_claim,private_bath_claim,jalan_desc,source_checked_at,normalized_key
由布院温泉 山荘 四季庵,由布院温泉 山荘 四季庵 | 山荘 四季庵,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 内湯 | 湯布院 | 由布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/41833/41833.html,670,https://www.jalan.net/yad326280/,"2,087",,,,,,"4.5 2,087件 夕食、部屋、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 客室はすべて離れ形式で全棟に露天又は内湯が備わっている。世界遺産の白川郷より移築したお食事処で味わうおおいた和牛や地鶏の炭火焼きは格別。由布岳が目前に迫る露天とともに旅の気分を盛り上げてくれる 【アクセス】 湯布院駅より車で１５分。湯布院ＩＣより車で２５分。 MAP",2026-06-29,四季庵
由布院温泉 朝霧のみえる宿 ゆふいん花由,由布院温泉 朝霧のみえる宿 ゆふいん花由,include_onsen_signal,ryokan_or_inn,温泉 | 由布院,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/76377/76377.html,1036,,,,,,,,,2026-06-29,朝霧のみえる宿ゆふいん花由
由布院温泉 東匠庵,由布院温泉 東匠庵,include_official_association,ryokan_or_inn,温泉 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://tosyoan.com/,,,https://www.jalan.net/yad331264/,118,和洋8,全室風呂付,all_or_many_rooms,unknown,unknown,4.5 118件 部屋、風呂、夕食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 どのお部屋からも望める美しい由布岳はまさに絶景で訪れる人を魅了して離しません。気の向くままに湯に浸かり、贅を尽くした会席料理を味わう。そんな優雅で贅沢なひとときを存分にお楽しみください。 【アクセス】 湯布院ＩＣから車で６分 MAP,2026-06-29,東匠庵
由布院温泉 湯富里の宿 一壷天,由布院温泉 湯富里の宿 一壷天,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad333628/,469,,,,,,3.8 469件 清潔感、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布院の山中にある隠れ宿。 全10棟半露天風呂付の趣き異なる離れ客室をご用意 四季折々の風光明媚な景観と至極の時間をお楽しみください。 個室お食事処でお召し上がりいただけます。 【アクセス】 ◆由布院駅よりお車で7分程です。 尚送迎はございませんのでご了承下さいませ。 MAP,2026-06-29,湯富里の宿一壷天
由布院温泉 癒しの里 観布亭,由布院温泉 癒しの里 観布亭,include_onsen_signal,ryokan_or_inn,温泉 | 由布院,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/56821/56821.html,259,,,,,,,,,2026-06-29,癒しの里観布亭
由布院温泉 由布岳一望の宿 美星〜きらら〜,由布院温泉 由布岳一望の宿 美星〜きらら〜,include_onsen_signal,ryokan_or_inn,温泉 | 由布院,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/80661/80661.html,178,,,,,,,,,2026-06-29,由布岳一望の宿美星きらら
由布院温泉 旅館 しらたき,由布院温泉 旅館 しらたき,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 内湯 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad383057/,50,,,,,,3.8 50件 接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 露天風呂と内湯があり温泉に浸かって和室でのんびり過ごしたい方にはおすすめ！夕食は付いてないが湯の坪通りに面しており散策にも便利でリピーターも多い。 【アクセス】 久大線由布院駅下車徒歩7分。湯布院ＩＣから車で10分 MAP,2026-06-29,しらたき
由布院温泉 旅館 ほたるの宿 仙洞,由布院温泉 旅館 ほたるの宿 仙洞,include_onsen_signal,ryokan_or_inn,温泉 | 由布院,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/41834/41834.html,845,,,,,,,,,2026-06-29,ほたるの宿仙洞
由布院温泉 旅館光の家,由布院温泉 旅館光の家 | 由布院温泉 旅館 光の家,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院 | 由布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/14835/14835.html,120,https://www.jalan.net/yad353198/,,,,,,,辻馬車が目の前を通り、蹄音が心地よく響く。旅館という枠に問わられず、古道具屋、古着屋、図書室、茶室を備える。ポップアップ、ワークショップ、音楽ライブ、トークイベント開催。 【アクセス】 JR由布院駅より車で6分、湯布院インターより車で12分。（駅から鳥居を抜け宇奈岐日女神社の手前を左折。） MAP,2026-06-29,光の家
由布院温泉 蓮輪ＩＮＮ,由布院温泉 蓮輪ＩＮＮ | 由布院温泉 蓮輪INN,include_official_association,unknown_lodging,温泉 | 貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://hasuwa.web.fc2.com/index.html,,,https://www.jalan.net/yad373325/,188,和5,内2・家2（露）,unknown,official_association_claim,official_association_claim,4.4 188件 風呂、夕食、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 落ち着いた和室の客室からは雄大な由布岳を眺め、4つの貸切風呂はご予約なしで利用可♪コンビニや飲食店からも便利な立地なので、一人旅や家族旅行にもおすすめ。昔ながらの落ち着く小さなお宿です。 【アクセス】 JR由布院駅より徒歩8分、車で3分。湯布院ICより車で15分。 MAP,2026-06-29,蓮輪inn
由布院温泉 和の宿 狭霧亭,由布院温泉 和の宿 狭霧亭,include_onsen_signal,ryokan_or_inn,温泉 | 由布院,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/41835/41835.html,436,,,,,,,,,2026-06-29,和の宿狭霧亭
由布院温泉グランピング 風の響き,由布院温泉グランピング 風の響き,include_onsen_signal,villa_pension_guesthouse,温泉 | 源泉 | かけ流し | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad301578/,,,,,,,大自然に囲まれた秘境の地で、源泉かけ流しのプライベート温泉に癒される 「かぜのひびきひろば」をはじめ、大人も子供も楽しめる要素が満載！ 徒歩圏内に「金鱗湖」や「湯の坪街道」もあります。 【アクセス】 JR由布院駅から車で7分。湯布院インターチェンジから車で12分。金鱗湖まで車5で分。 MAP,2026-06-29,グランピング風の響き
由布院倶楽部,由布院倶楽部,include_onsen_signal,onsen_hotel_or_resort,源泉 | 露天 | 風呂 | 湯布院 | 由布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/184560/184560.html,291,https://www.jalan.net/yad308342/,142,,,,,,4.2 142件 夕食、接客、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 客室は40㎡と広々♪由布岳一望の露天風呂で自家源泉を愉しめて一年中遊べる温水プールあり♪由布院駅から徒歩5分人気観光地“湯の坪通り”まで徒歩5分と最適な立地♪チェックアウトは11時なのでゆっくりと♪ 【アクセス】 JR由布院駅より徒歩5分／湯布院ICより車で10分／大分市内より車で1時間、福岡市内より車で１時間40分 MAP,2026-06-29,倶楽部
由布院迎賓館 蔵,由布院迎賓館 蔵,include_onsen_signal,unknown_lodging,温泉 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad358184/,,,,,,,豊かな自然の中で、ごゆっくりできる3階建ての別荘！ 温泉、サウナ、カラオケ、駐車場有り。 最大7名様までご宿泊可能！JR由布院駅より車で10分、湯の坪街道まで車で7分。 【アクセス】 湯布院ICから車で10分、JR由布院駅より車で7分、湯の坪街道まで車で5分。 MAP,2026-06-29,迎賓館蔵
由布院迎賓館 鳥越別邸,由布院迎賓館 鳥越別邸,include_onsen_signal,unknown_lodging,源泉 | かけ流し | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad340860/,,,,,,,【新規開業】最大10名様までご宿泊可能の豪邸！JR由布院駅より車で10分！ 源泉かけ流し、キッチン、カラオケ、駐車場有り。 豊かな自然の中で、日常を離れた贅沢なひとときをご提供 【アクセス】 JR由布院駅より車で10分、湯の坪街道まで車で5分。 MAP,2026-06-29,迎賓館鳥越別邸
由布院心のお宿 風の森,由布院心のお宿 風の森,include_official_association,ryokan_or_inn,露天 | 内湯 | 由布院,official_ryokan_association,http://www.e-kazenomori.com/,,,,,離8（和・全室内湯・露天付）,内2・露2,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,心のお宿風の森
由布院別邸 樹,由布院別邸 樹,include_official_association,unknown_lodging,風呂 | 由布院,official_ryokan_association | rakuten_area_list | jalan_spot_list,http://bettei-itsuki.jp/,https://travel.rakuten.co.jp/HOTEL/144474/144474.html,335,https://www.jalan.net/yad334203/,152,離14（和洋・全室風呂付）,全室風呂付,all_or_many_rooms,unknown,unknown,4.7 152件 夕食、朝食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 雄大な由布岳麓で、日常を離れ、時を忘れ、ゆるりと流れる贅沢な時間を「由布院別邸 樹」でお楽しみください。 【アクセス】 JR由布院駅より徒歩約20分 送迎サービスもございます。 MAP,2026-06-29,別邸樹
由布岳を身近に感じる -柚富の郷 彩岳館-,由布岳を身近に感じる -柚富の郷 彩岳館-,include_onsen_signal,unknown_lodging,温泉 | 露天 | 貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad334081/,,,,,,,今までの彩岳館の良さを残しながら自然、歴史、文化を融合した滞在を目指しより楽しめるように施設をリニューアルいたしました！客室露天風呂や貸切温泉など楽しめる要素を数多く揃えお出迎えします☆ 【アクセス】 JR由布院駅から車で５分。 大分自動車道湯布院I.Cから車で13分。 MAP,2026-06-29,由布岳を身近に感じる柚富の郷彩岳館
由布岳一望 朝霧のみえる宿 ゆふいん花由,由布岳一望 朝霧のみえる宿 ゆふいん花由,needs_manual_review,ryokan_or_inn,風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad321273/,"2,517",,,,,,"4.7 2,517件 部屋、風呂、夕食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ロビーから大パノラマで見える「朝霧」はゆふいん花由を訪れたら見ていただきたい自慢の光景。 【重要】駐車場・フロント・電話対応の一時休止のお知らせ（イチオシ紹介に詳細） 【アクセス】 大分自動車道湯布院ＩＣより車で３分。ＪＲ由布院駅よりタクシーで８分程です。送迎もございます。 MAP",2026-06-29,由布岳一望朝霧のみえる宿ゆふいん花由
由布岳一望の宿 美星,由布岳一望の宿 美星,include_official_association,ryokan_or_inn,温泉 | 源泉 | かけ流し | 露天 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,https://kirara-yufuin.jp/,,,https://www.jalan.net/yad393248/,,離2 和洋7,各部屋にあり,all_or_many_rooms,unknown,official_association_claim,～客室すべて源泉かけ流しの半露天風呂付き～客室温泉からは由布岳の望みます。 おおいた和牛や関さばなど大分を代表する食材と、自社農園のとれたて野菜を使った季節の会席料理をお楽しみください。 【アクセス】 由布院駅から車で5分(送迎アリ：予約制) 湯布院インターから617号線経由15分 MAP,2026-06-29,由布岳一望の宿美星
旅の宿 ぽっぽ庵,旅の宿 ぽっぽ庵,include_official_association,ryokan_or_inn,温泉 | 源泉 | かけ流し | 露天 | 内湯 | 貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.poppoan.com/,,,https://www.jalan.net/yad316662/,707,和1・離4（半露天付）,家2（露天付）,all_or_many_rooms,unknown,official_association_claim,4.6 707件 風呂、朝食、夕食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院盆地の田園を見渡せる場所にある静かな宿。全6室のうち4室は離れ形式になっていて半露天温泉付。他に内湯、露天の貸切風呂もあり良質な源泉かけ流し100%のお湯はお肌がスベスベと評判のアルカリ温泉。 【アクセス】 由布院駅よりタクシー３分。大分自動車道由布院ICから車で８分 MAP,2026-06-29,旅の宿ぽっぽ庵
旅館 はちすの糸,旅館 はちすの糸,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | 露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad304265/,,,,,,,由布岳を一望できる露天風呂、温泉は化粧水のようなトロリとした感触の源泉。 お料理は地元の食材を活かした逸品。 湯布院の自然と調和。静寂と贅沢を兼ね備えた当館で特別な時間をお過ごしください。 【アクセス】 【JR由布院駅より】徒歩１５分、車で５分 【湯布院インターより】車で５分 【大分空港より】車で６０分 MAP,2026-06-29,はちすの糸
旅館 めばえ荘,旅館 めばえ荘 | 由布院温泉 旅館 めばえ荘,include_official_association,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 風呂 | 由布院,official_ryokan_association | jalan_spot_list,http://mebaeso.com/,,,https://www.jalan.net/yad328491/,,和12・離6（離・和・風呂付4）,内2・露2・家2（露）,some_rooms,official_association_claim,official_association_claim,眺めのいいお部屋は、ゆったりした造り。閑静な田園風景に佇む温泉宿。源泉掛け流しの温泉を心ゆくまでお楽しみ下さいませ。 【アクセス】 JR由布院駅よりお車で5分。徒歩20分（駅前送迎あり） MAP,2026-06-29,めばえ荘
旅館 ゆふ,旅館 ゆふ,include_onsen_signal,ryokan_or_inn,露天 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad323051/,,,,,,,当館には、露天風呂が2か所あり由布岳が見えます。 【アクセス】 JR九州 久大線 由布院駅徒歩4分 高速道路大分道 由布院ICより5分 MAP,2026-06-29,ゆふ
旅館 弘法亭（夢想園内）,旅館 弘法亭（夢想園内）,include_official_association,ryokan_or_inn,,official_ryokan_association,http://www.musouen.co.jp/yado/,,,,,和19・和洋1,露3・家4,unknown,official_association_claim,official_association_claim,,2026-06-29,弘法亭夢想園内
旅館 高尾荘,旅館 高尾荘,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 内湯 | 貸切 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad300808/,449,,,,,,5.0 449件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 露天風呂・ひのき風呂（内湯）を貸切で満喫できます。お料理は手作りの山里料理。春は新緑、初夏は蛍、秋は紅葉、冬は雪景色、四季折々の景色を部屋から楽しめる 昔ながらの温泉宿です＜全室禁煙・Wi-Fi有＞ 【アクセス】 ・ＪＲ湯平駅下車 タクシーで10分 ・ＪＲ由布院駅より 車で２０分 MAP,2026-06-29,高尾荘
旅館 上の湯,旅館 上の湯,include_official_association,ryokan_or_inn,,official_ryokan_association,http://jyounoyu.com,,,,,和10・和洋1,内１・露２・展望露１,unknown,official_association_claim,unknown,,2026-06-29,上の湯
旅館 都屋,旅館 都屋,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad312533/,664,,,,,,4.8 664件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 温泉情緒漂う湯平温泉の石畳沿いにあるこじんまり宿。３代目女将が「お腹をすかしてきてね。」というくらい手つくり料理には自信あり！品数も、ボリュームも文句なし。 【アクセス】 大分自動車道湯布院ICより国道210号線を大分市内方面へ車で15分。湯平駅より車で3分。 MAP,2026-06-29,都屋
旅館 白雲荘,旅館 白雲荘,include_onsen_signal,ryokan_or_inn,温泉 | 貸切 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad378960/,223,,,,,,4.8 223件 夕食、朝食、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 家族経営の気兼ねなく泊まれる、和の雰囲気漂う小さな温泉宿です。クチコミで評判の料理は地元食材を使った里山料理。温泉は無料の貸切湯をご利用ください。談話室にて無料の珈琲もご用意しております。 【アクセス】 大分自動車道湯布院ICより約20分 MAP,2026-06-29,白雲荘
旅館 百合,旅館 百合,include_official_association,ryokan_or_inn,貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://ryokan-yuri.com/,,,https://www.jalan.net/yad308398/,,和9（風呂付2）,家2・露2（男女交替制）,some_rooms,official_association_claim,official_association_claim,駅から徒歩５分、全室川に面し、川越しに四季折々の景色が楽しめます！ 今なら貸切風呂が入り放題♪湯布院屈指の老舗料理店とのコラボも実施しています♪ この機会に湯布院の魅力を満喫しに来てください☆ 【アクセス】 由布院ICより車で約１０分 JR由布院駅より徒歩約６分 MAP,2026-06-29,百合
旅館 冨季の舎,旅館 冨季の舎 | 由布院温泉 旅館 冨季の舎,include_official_association,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 露天 | 内湯 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.fukinoya.com/,,,https://www.jalan.net/yad324644/,,和7・和洋3（離あり・全室内湯付）,内2・家3（露）,some_rooms,official_association_claim,official_association_claim,地元の旬を味わうお食事に、上質な由布院温泉を源泉掛け流しで堪能できるお風呂。 広さの異なる2タイプの本館客室とグループでのご利用に最適な広さの露天風呂付きの離れ客室。由布岳を望む癒しの時間を。 【アクセス】 由布院駅下車タクシーで5分、湯布院ICやまなみハイウェイ由布院駅方面車で10分 MAP,2026-06-29,冨季の舎
旅館たつみ,旅館たつみ,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad337050/,,,,,,,湯の坪通りまで徒歩３分で観光に最適♪源泉掛け流しの温泉。 由布院駅から徒歩5分と好立地。６月には当館前の川でホタルが見えることも♪ 【アクセス】 電車→ＪＲ由布院駅より徒歩約5分 / 最寄IC→湯布院IC MAP,2026-06-29,たつみ
旅館まるや,旅館まるや,include_onsen_signal,ryokan_or_inn,貸切 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad326541/,493,,,,,,4.5 493件 夕食、風呂、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 5代目社長が作る旬の地元野菜や豊後牛からなる会席料理は出汁をひくところからはじまる。また朝・夕ともにお部屋食でゆっくりといただけ、2つの貸切風呂を好きなだけつかえるのも魅力の1つ。 【アクセス】 高速大分道湯布院ICより車で２０分。 MAP,2026-06-29,まるや
旅想ゆふいん やまだ屋,旅想ゆふいん やまだ屋,include_official_association,unknown_lodging,露天 | 内湯 | 湯布院,official_ryokan_association | jalan_spot_list,http://www.yufuin-yamadaya.com,,,https://www.jalan.net/yad303690/,503,和14（内湯付1・露天付6）,内2・露2・家2（内1・露1）,all_or_many_rooms,official_association_claim,official_association_claim,4.9 503件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 料理宿として「素材に一切の妥協なし」と見て美しい食べて美味しい季節のお料理に舌鼓。和の趣溢れる寛ぎ空間で湯巡り、湯布院散策にベストな立地で心に残る湯布院旅を演出。 【アクセス】 JR 湯布院駅より徒歩10分 湯布院ICより車で10分 大分空港より1時間（有料道路及び高速道路を使用） MAP,2026-06-29,旅想ゆふいんやまだ屋
旅荘 牧場の家,旅荘 牧場の家,include_official_association,ryokan_or_inn,,official_ryokan_association,https://ryosoumakibanoie.com/,,,,,離12（和）,露2・家７,unknown,official_association_claim,official_association_claim,,2026-06-29,旅荘牧場の家
旅亭 田乃倉,旅亭 田乃倉,include_official_association,ryokan_or_inn,露天 | 風呂,official_ryokan_association,http://www.yufuin-tanokura.com/,,,,,和9・和洋1・離1（全室風呂付・露天5）,内2・露2,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,田乃倉
旅籠Hatago 香乃蔵,旅籠Hatago 香乃蔵,include_official_association,unknown_lodging,露天,official_ryokan_association,http://www.hatago-kounokura.com/,,,,,離8（和6・和洋2・全室露天付）,内2・露2（バリアフリー対応1）,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,旅籠hatago香乃蔵
露天風呂付き客室 湯布院 御宿 八遇來（おんじゅく やぐら）,露天風呂付き客室 湯布院 御宿 八遇來（おんじゅく やぐら）,include_onsen_signal,ryokan_or_inn,露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad331808/,209,,,,,,4.6 209件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 特撰和牛や地鶏の炭火焼・手造り豆腐など、旬の素材をアレンジした創作料理は、体にも優しくホッと寛げる。全室には掛流しの露天風呂付で、他のお客様との接触はご心配なし！湯布院ならではの贅沢をご堪能！ 【アクセス】 大分自動車道湯布院ICより車で10分。由布院駅より車で５分。 MAP,2026-06-29,露天風呂付き客室湯布院御宿八遇來おんじゅくやぐら
和の宿 狭霧亭（さぎりてい）,和の宿 狭霧亭（さぎりてい）,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad315568/,"1,309",,,,,,"4.3 1,309件 夕食、朝食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 チェックアウトはゆとりの12時。 四季折々に表情を変える庭園と落ち着いた和の空間。温泉はとろみのある美肌の湯、湯上りには無料の生ビールやアイスも楽しめます。 【アクセス】 湯布院駅より車で５分。湯布院ＩＣより車で１５分。 MAP",2026-06-29,和の宿狭霧亭さぎりてい
和モダンな温泉旅館 湯布院らんぷの宿,和モダンな温泉旅館 湯布院らんぷの宿,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad375414/,5,,,,,,4.0 5件 接客、清潔感、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 伝統的な会席料理を提供する高級旅館ではなく、カジュアルなコース料理を楽しめる現代的な和風の温泉宿です。 温かく居心地の良い雰囲気の中で、大切なペットと一緒にゆったりとお寛ぎくださいませ。 【アクセス】 車 湯布院ICより5分 JR湯布院駅バスセンターより徒歩4分 MAP,2026-06-29,和モダンな温泉旅館湯布院らんぷの宿
和モダンな温泉旅館 湯布院旅の蔵,和モダンな温泉旅館 湯布院旅の蔵,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | かけ流し | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad302529/,,,,,,,源泉100%かけ流しの天然温泉。ホテル内にたくさんの見どころとフリーキッチンがあり、家族、仲間や女子旅で楽しく泊まれる宿です。金鱗湖や湯の坪通りまで徒歩圏 【アクセス】 ■湯布院I.Cから車で約10分。JR由布院駅からタクシーで約5分、徒歩約15分。金鱗湖まで徒歩１０分です。 MAP,2026-06-29,和モダンな温泉旅館湯布院旅の蔵
和風旅館 津江の庄,和風旅館 津江の庄,include_official_association,ryokan_or_inn,風呂,official_ryokan_association,https://tsuenosho.com/,,,,,和7・離1（檜風呂付）,内2・露2,some_rooms,official_association_claim,unknown,,2026-06-29,津江の庄
